folder_path	research_file	direct_file_count	recursive_file_count	direct_child_folder_count	status
sources/os/plan9/plan9/sys/src/cmd/cwfs/9netics32.16k	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/cwfs/9netics32.16k/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/cwfs/9netics64.8k	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/cwfs/9netics64.8k/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/cwfs/choline	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/cwfs/choline/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/cwfs/cwfs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/cwfs/cwfs/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/cwfs/emelie	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/cwfs/emelie/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/cwfs/fs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/cwfs/fs/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/cwfs/fs64	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/cwfs/fs64/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/disk/9660	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/disk/9660/current_folder_research.md	17	17	0	ok
sources/os/plan9/plan9/sys/src/cmd/disk/kfs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/disk/kfs/current_folder_research.md	28	28	0	ok
sources/os/plan9/plan9/sys/src/cmd/disk/prep	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/disk/prep/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/gs/icclib	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/gs/icclib/current_folder_research.md	3	3	0	ok
sources/os/plan9/plan9/sys/src/cmd/gs/jpeg	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/gs/jpeg/current_folder_research.md	91	91	0	ok
sources/os/plan9/plan9/sys/src/cmd/gs/lib	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/gs/lib/current_folder_research.md	33	33	0	ok
sources/os/plan9/plan9/sys/src/cmd/gs/libpng	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/gs/libpng/current_folder_research.md	22	22	0	ok
sources/os/plan9/plan9/sys/src/cmd/gs/src	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/gs/src/current_folder_research.md	1222	1222	0	ok
sources/os/plan9/plan9/sys/src/cmd/gs/zlib	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/gs/zlib/current_folder_research.md	28	28	0	ok
sources/os/plan9/plan9/sys/src/cmd/ip/dhcpd	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/ip/dhcpd/current_folder_research.md	9	9	0	ok
sources/os/plan9/plan9/sys/src/cmd/ip/ftpfs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/ip/ftpfs/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/ip/httpd	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/ip/httpd/current_folder_research.md	19	19	0	ok
sources/os/plan9/plan9/sys/src/cmd/ip/imap4d	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/ip/imap4d/current_folder_research.md	18	18	0	ok
sources/os/plan9/plan9/sys/src/cmd/ip/ipconfig	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/ip/ipconfig/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/ip/ppp	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/ip/ppp/current_folder_research.md	14	14	0	ok
sources/os/plan9/plan9/sys/src/cmd/ip/snoopy	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/ip/snoopy/current_folder_research.md	44	44	0	ok
sources/os/plan9/plan9/sys/src/cmd/map/libmap	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/map/libmap/current_folder_research.md	39	39	0	ok
sources/os/plan9/plan9/sys/src/cmd/plot/libplot	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/plot/libplot/current_folder_research.md	34	34	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/buildtables	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/buildtables/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/common	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/common/current_folder_research.md	13	13	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/devpost.add	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/devpost.add/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/download	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/download/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/g3p9bit	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/g3p9bit/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/mcolor	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/mcolor/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/misc	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/misc/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/p9bitpost	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/p9bitpost/current_folder_research.md	3	3	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/picpack	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/picpack/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postbgi	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postbgi/current_folder_research.md	3	3	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postdaisy	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postdaisy/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postdmd	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postdmd/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postgif	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postgif/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postio	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postio/current_folder_research.md	6	6	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postmd	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postmd/current_folder_research.md	3	3	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postprint	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postprint/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/postreverse	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/postreverse/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/posttek	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/posttek/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/tcpostio	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/tcpostio/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/text2post	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/text2post/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/tr2post	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/tr2post/current_folder_research.md	12	12	0	ok
sources/os/plan9/plan9/sys/src/cmd/postscript/trofftable	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/postscript/trofftable/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/tcs/font	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/tcs/font/current_folder_research.md	11	11	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/9pfreebsd	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/9pfreebsd/current_folder_research.md	0	6	1	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/current_folder_research.md	12	414	23	ok
sources/os/plan9/plan9/sys/src/cmd/unix/u9fs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/u9fs/current_folder_research.md	30	30	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/alias	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/alias/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/bayes	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/bayes/current_folder_research.md	14	14	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/common	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/common/current_folder_research.md	10	10	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/filterkit	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/filterkit/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/fs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/fs/current_folder_research.md	10	10	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/marshal	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/marshal/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/misc	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/misc/current_folder_research.md	3	7	1	ok
sources/os/plan9/plan9/sys/src/cmd/upas/ml	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/ml/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/ned	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/ned/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/pop3	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/pop3/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/q	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/q/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/scanmail	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/scanmail/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/send	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/send/current_folder_research.md	17	17	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/smtp	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/smtp/current_folder_research.md	10	10	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/unesc	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/unesc/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/vf	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/vf/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/audio	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/audio/current_folder_research.md	6	6	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/disk	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/disk/current_folder_research.md	6	6	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/ether	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/ether/current_folder_research.md	6	6	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/kb	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/kb/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/lib	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/lib/current_folder_research.md	8	8	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/print	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/print/current_folder_research.md	2	2	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/serial	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/serial/current_folder_research.md	11	11	0	ok
sources/os/plan9/plan9/sys/src/cmd/usb/usbd	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/usb/usbd/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/venti/srv	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/venti/srv/current_folder_research.md	66	69	1	ok
sources/os/plan9/plan9/sys/src/cmd/venti/words	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/venti/words/current_folder_research.md	3	3	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/aarch64/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/aarch64/sys/current_folder_research.md	12	12	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/alpha/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/alpha/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/arm/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/arm/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/hppa/locale	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/hppa/locale/current_folder_research.md	1	1	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/hppa/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/hppa/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/i386/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/i386/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/ia64/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/ia64/sys/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/m68k/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/m68k/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/mips/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/mips/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/powerpc/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/powerpc/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/powerpc64/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/powerpc64/sys/current_folder_research.md	6	6	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/riscv/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/riscv/sys/current_folder_research.md	10	10	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/sh3/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/sh3/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/sparc/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/sparc/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/sparc64/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/sparc64/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/vax/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/vax/sys/current_folder_research.md	13	13	0	ok
sources/os/bsd/netbsd-src/lib/libc/compat/arch/x86_64/sys	Docs/researches/sources/os/bsd/netbsd-src/lib/libc/compat/arch/x86_64/sys/current_folder_research.md	12	12	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/autofs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/autofs/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/bootfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/bootfs/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/ctfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/ctfs/current_folder_research.md	9	9	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/dcfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/dcfs/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/dev	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/dev/current_folder_research.md	12	12	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/devfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/devfs/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/doorfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/doorfs/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/fd	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/fd/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/fifofs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/fifofs/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/hsfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/hsfs/current_folder_research.md	7	7	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/lofs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/lofs/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/mntfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/mntfs/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/namefs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/namefs/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/nfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/nfs/current_folder_research.md	59	59	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/objfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/objfs/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/pcfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/pcfs/current_folder_research.md	6	6	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/portfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/portfs/current_folder_research.md	4	4	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/proc	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/proc/current_folder_research.md	7	7	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/sharefs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/sharefs/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbclnt	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbclnt/current_folder_research.md	0	48	2	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbsrv	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbsrv/current_folder_research.md	119	119	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/sockfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/sockfs/current_folder_research.md	19	19	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/specfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/specfs/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/swapfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/swapfs/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/tmpfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/tmpfs/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/udfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/udfs/current_folder_research.md	7	7	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/ufs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/ufs/current_folder_research.md	28	28	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs/current_folder_research.md	121	277	2	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zut	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zut/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/current_folder_research.md	9	36	2	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/audio	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/audio/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/av	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/av/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/contract	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/contract/current_folder_research.md	4	4	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/crypto	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/crypto/current_folder_research.md	10	10	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/dcam	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/dcam/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/dktp	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/dktp/current_folder_research.md	18	18	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fc4	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fc4/current_folder_research.md	8	8	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fcoe	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fcoe/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/current_folder_research.md	4	82	3	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fm	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fm/current_folder_research.md	2	10	2	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fs/current_folder_research.md	46	46	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/gpio	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/gpio/current_folder_research.md	8	8	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/hotplug	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/hotplug/current_folder_research.md	2	7	1	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/i2c	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/i2c/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/current_folder_research.md	2	126	5	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/idm	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/idm/current_folder_research.md	6	6	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/iscsit	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/iscsit/current_folder_research.md	6	6	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/iso	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/iso/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/mpt	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/mpt/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/nvme	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/nvme/current_folder_research.md	18	18	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/nxge	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/nxge/current_folder_research.md	32	32	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/plat	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/plat/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/rsm	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/rsm/current_folder_research.md	7	7	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/current_folder_research.md	5	13	2	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sbp2	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sbp2/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/current_folder_research.md	10	87	5	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sdcard	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sdcard/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sysevent	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sysevent/current_folder_research.md	10	10	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/tsol	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/tsol/current_folder_research.md	6	6	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/current_folder_research.md	2	88	7	ok
sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-arm	Docs/researches/sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-arm/current_folder_research.md	0	1	1	ok
sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-x86	Docs/researches/sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-x86/current_folder_research.md	5	6	1	ok
sources/os/plan9/9front/sys/src/9/xen/xen-public/hvm	Docs/researches/sources/os/plan9/9front/sys/src/9/xen/xen-public/hvm/current_folder_research.md	8	8	0	ok
sources/os/plan9/9front/sys/src/9/xen/xen-public/io	Docs/researches/sources/os/plan9/9front/sys/src/9/xen/xen-public/io/current_folder_research.md	15	15	0	ok
